Transaction_Amount,Transaction_Hour,If_tran_amount_less_than_10k,Is_Business_Hour,Is_Night_Hour,Is_Round_Amount,anomaly_score
4416.442101630647,15,1,1,0,0,0.2941972
4012.671963453031,21,1,0,0,0,0.23786247
7536.910072375918,8,1,0,0,0,0.22467732
4866.5897576227335,17,1,1,0,0,0.25715426
3234.8584402115507,16,1,1,0,0,0.27340898
28015.32852156032,23,0,0,1,0,-0.019710064
215.03172455028815,10,1,1,0,0,0.22472337
582.737789931277,10,1,1,0,0,0.24685952
4978.042542717197,4,1,0,1,0,0.18754476
660.1414101963379,9,1,1,0,0,0.22254062
7882.649751732213,12,1,1,0,0,0.29383397
5917.674257352276,8,1,0,0,0,0.24028218
24120.19003887345,4,0,0,1,0,-0.010856032
1717.0456980075062,7,1,0,0,0,0.21778616
4699.961048138688,6,1,0,0,0,0.22259113
8819.739645310192,2,1,0,1,0,0.16344744
892.9665877084526,23,1,0,1,0,0.07973832
8090.032664374972,11,1,1,0,0,0.28492552
5730.677277958907,17,1,1,0,0,0.26085907
1430.7733460109982,3,1,0,1,0,0.15787876
1263.3923168465612,22,1,0,1,0,0.101138055
1021.6242985105964,21,1,0,0,0,0.21530709
7714.539940449685,10,1,1,0,0,0.27168816
582.0303043109047,16,1,1,0,0,0.24072245
4881.3567030422655,4,1,0,1,0,0.18807626
6808.782364651871,13,1,1,0,0,0.29687458
960.614711292624,9,1,1,0,0,0.23089617
2436.663536666647,12,1,1,0,0,0.2890942
10800.468945150991,6,0,0,0,0,0.032269597
5795.480454804947,20,1,0,0,0,0.24869415
9618.99166687677,21,1,0,0,0,0.17914766
310.54589800798226,10,1,1,0,0,0.2266964
5185.194058776302,17,1,1,0,0,0.25492615
1919.563792980486,4,1,0,1,0,0.16541094
48284.283840002056,13,0,1,0,0,0.008814752
9526.04345662049,13,1,1,0,0,0.27135184
2881.254613773488,14,1,1,0,0,0.28864303
5749.192750037517,16,1,1,0,0,0.28341162
1799.5979923762452,11,1,1,0,0,0.28888583
5631.965781580244,9,1,1,0,0,0.2632484
7231.801283739824,3,1,0,1,0,0.18666828
5426.599080134881,9,1,1,0,0,0.26164174
8025.007734480811,11,1,1,0,0,0.2855231
7004.269999064239,20,1,0,0,1,0.088038206
5161.115800325236,19,1,0,0,0,0.25976226
3052.599024463581,16,1,1,0,0,0.27451319
2157.8660396905243,11,1,1,0,0,0.2872014
802.1580075082231,10,1,1,0,0,0.25238097
1091.4343203194858,12,1,1,0,0,0.28616473
8476.473081062142,23,1,0,1,0,0.11862129
2586.3245794616246,7,1,0,0,0,0.22795841
689.8526766987696,9,1,1,0,0,0.2218782
5110.278401824285,13,1,1,0,0,0.3012859
22893.538323237743,11,0,1,0,0,0.06625271
6652.839440721828,12,1,1,0,0,0.2970023
3842.0689744511456,22,1,0,1,0,0.13552809
2660.98654569671,17,1,1,0,0,0.24158934
7106.85962747748,8,1,0,0,0,0.23279768
5647.801806075375,21,1,0,0,0,0.23389572
5359.279487655876,13,1,1,0,0,0.300821
2808.7664964037785,11,1,1,0,0,0.28790498
8277.243471869779,9,1,1,0,0,0.24160105
4154.916430567902,23,1,0,1,0,0.12489629
780.5949196762034,2,1,0,1,0,0.14039582
7792.010878666734,17,1,1,0,0,0.24465925
318.4328058059971,13,1,1,0,0,0.25036895
6025.175069862606,2,1,0,1,0,0.19207329
168.81914012825678,11,1,1,0,0,0.23883796
876.63412572321,12,1,1,0,0,0.27939206
5359.734197089193,6,1,0,0,0,0.22071368
1821.3890720237048,13,1,1,0,0,0.2837221
7231.398667945103,1,1,0,1,0,0.17898655
3106.673222582259,16,1,1,0,0,0.2760017
1979.575882720512,10,1,1,0,0,0.26653913
36453.52455344851,12,0,1,0,0,0.05506444
3224.395075913402,14,1,1,0,0,0.2909088
1754.462582891272,12,1,1,0,0,0.28553864
4045.337759802719,20,1,0,0,0,0.25886586
9978.549760169508,19,1,0,0,0,0.18132389
7311.133890084503,11,1,1,0,0,0.2855348
5734.809869493243,20,1,0,0,0,0.24988568
2470.911171934518,3,1,0,1,0,0.18430871
1748.5647451094758,15,1,1,0,0,0.2763536
2082.5916948716285,3,1,0,1,0,0.1703564
9931.327851702505,13,1,1,0,0,0.2465983
494.0934390735171,8,1,0,0,0,0.19650978
17560.69130985989,10,0,1,0,0,0.067836225
9321.358085947444,20,1,0,0,0,0.2037527
4163.587226527381,17,1,1,0,0,0.25500715
7841.036071554426,12,1,1,0,0,0.29220864
7970.426450812342,3,1,0,1,0,0.17839068
3635.142355915677,14,1,1,0,0,0.29136878
983.8770032786464,20,1,0,0,0,0.2303527
2289.1401924857537,11,1,1,0,0,0.28976315
2097.568192751072,10,1,1,0,0,0.26717386
2676.579603045864,16,1,1,0,0,0.26890236
4823.271975915599,17,1,1,0,0,0.2576832
9092.35165185157,20,1,0,0,0,0.2161881
2669.204111660118,20,1,0,0,0,0.25144005
8659.258667473729,14,1,1,0,0,0.2735708
2615.803925985235,17,1,1,0,0,0.24158934
7349.045328250384,12,1,1,0,0,0.29028395
700.7016995428042,18,1,0,0,0,0.21256918
7350.56837379479,10,1,1,0,0,0.2670774
3404.0545343939284,16,1,1,0,0,0.274584
18603.409151403717,11,0,1,0,0,0.07692969
7208.156727727322,14,1,1,0,0,0.28329736
3602.1588823319803,9,1,1,0,0,0.25953308
29370.64792438902,22,0,0,1,0,-0.018823445
7988.983342250878,13,1,1,0,0,0.2914813
765.5511487164648,19,1,0,0,0,0.22301146
9407.339159865654,8,1,0,0,0,0.18827587
6565.658463469171,17,1,1,0,0,0.2566007
614.6425952273264,5,1,0,1,0,0.13833296
196.72161860249903,17,1,1,0,0,0.19446826
6070.583039097052,19,1,0,0,0,0.25081363
6048.875273280225,1,1,0,1,0,0.18403721
9314.314522476318,15,1,1,0,0,0.267656
19708.59947194333,9,0,1,0,0,0.054850936
3028.36274111821,17,1,1,0,0,0.24891484
341.4464407968476,19,1,0,0,0,0.21622694
7255.138787460781,11,1,1,0,0,0.28475153
5213.552448986747,0,1,0,1,0,0.16924089
2201.944856604256,12,1,1,0,0,0.28598338
169.11741035356602,15,1,1,0,0,0.23305628
8747.949815969694,15,1,1,0,0,0.27803573
3882.798661367603,10,1,1,0,0,0.27885678
7750.3439858389565,11,1,1,0,0,0.28822252
48915.7755755078,12,0,1,0,0,0.012136042
6745.87192006938,10,1,1,0,0,0.27341825
23610.99928936124,17,0,1,0,0,0.03916174
7681.234715815061,17,1,1,0,0,0.24554625
4856.538270905248,16,1,1,0,0,0.28510815
4268.656034992974,17,1,1,0,0,0.25448802
8935.088047263022,15,1,1,0,0,0.27600697
9579.094468314708,1,1,0,1,0,0.1388951
8200.95198917125,5,1,0,1,0,0.16477817
2652.8301981032696,15,1,1,0,0,0.28138208
6965.053876921525,11,1,1,0,0,0.28665158
5694.253384349579,18,1,0,0,0,0.24418435
6971.396527173817,0,1,0,1,0,0.16378862
1656.4758487678173,8,1,0,0,0,0.21377179
8634.452134143612,8,1,0,0,0,0.2122367
6008.818925721349,17,1,1,0,1,0.10346365
2398.7922152323954,20,1,0,0,0,0.2508295
7343.150494686477,11,1,1,0,0,0.28429934
7951.321309693723,10,1,1,0,0,0.26967183
14121.667737239306,20,0,0,0,0,0.040254712
1974.4833094636497,20,1,0,0,0,0.24984854
12155.931615751551,15,0,1,0,0,0.077347755
3320.096531693985,17,1,1,0,0,0.24970612
543.1622796273316,16,1,1,0,0,0.23730427
2446.759802233189,11,1,1,0,0,0.2905363
4610.474889905347,23,1,0,1,0,0.12254739
8639.278023905723,15,1,1,0,0,0.27842703
6409.647161490085,7,1,0,0,0,0.2462515
4250.370173882452,16,1,1,0,0,0.28327984
972.5200673254514,16,1,1,0,0,0.2519992
9005.264032296547,13,1,1,0,1,0.11269009
5511.558245218489,12,1,1,0,0,0.29846153
4726.667233599014,15,1,1,0,0,0.29412737
7390.347955554202,20,1,0,0,0,0.24198154
1066.2417672409078,12,1,1,0,0,0.28616473
7378.027100687699,7,1,0,0,0,0.23437256
397.9982310198462,17,1,1,0,0,0.19837582
6601.036242294252,11,1,1,0,0,0.29282805
4247.017549063082,2,1,0,1,0,0.18829316
7262.268741404446,10,1,1,0,0,0.2682559
3952.7074177894806,11,1,1,0,0,0.2968374
9913.15489758422,15,1,1,0,0,0.23985508
3396.385937363101,2,1,0,1,0,0.18287092
316.9200415438137,21,1,0,0,0,0.19381523
7046.507173110969,21,1,0,0,0,0.23199743
8017.055524648809,12,1,1,0,0,0.291769
1436.7425150007389,17,1,1,0,0,0.22946167
29671.625304946723,10,0,1,0,0,0.05542016
6571.747659342992,12,1,1,0,0,0.2981692
2827.835518684558,5,1,0,1,0,0.18222815
2049.367548384488,18,1,0,0,0,0.23777479
898.0118957738878,12,1,1,0,0,0.27939206
5781.780257639213,20,1,0,0,0,0.24948782
31177.42962165106,9,0,1,0,0,0.043195426
5588.88774266527,6,1,0,0,0,0.22191036
5796.884581825215,13,1,1,0,0,0.30409718
20874.429069036632,23,0,0,1,0,-0.011834502
5511.757688456579,11,1,1,0,0,0.2964997
9475.250513707231,19,1,0,0,0,0.2015605
7526.880797230599,5,1,0,1,0,0.17522126
7280.631666850481,11,1,1,0,0,0.2855348
9020.5631458503,3,1,0,1,0,0.16094452
8913.105012866738,15,1,1,0,0,0.27600697
3041.2078629538096,16,1,1,0,0,0.27451319
3322.1575441106143,20,1,0,0,0,0.25682503
588.1096634001544,12,1,1,0,0,0.27067718
6153.187547067352,6,1,0,0,0,0.21721202
8069.589062788565,17,1,1,0,0,0.24369621
1402.3885150747449,15,1,1,0,0,0.2766803
1559.6325618655048,19,1,0,0,0,0.23562065
249.5806630390884,5,1,0,1,0,0.12784725
4740.334090133143,16,1,1,0,0,0.28450796
6802.551375573295,15,1,1,0,0,0.28879973
3254.784149868148,9,1,1,0,0,0.26154408
4899.61666444971,13,1,1,0,0,0.3016122
32395.326623079352,11,0,1,0,0,0.05784273
316.2606019514117,13,1,1,0,0,0.24828017
6304.231397220537,3,1,0,1,0,0.19528759
4241.375717406622,7,1,0,0,0,0.24957395
7611.126135943762,12,1,1,0,0,0.2939732
3975.825748956527,14,1,1,0,0,0.29506522
2926.952621146261,13,1,1,0,0,0.29196337
6493.934771941521,4,1,0,1,0,0.1861552
5354.973580421622,13,1,1,0,0,0.300821
9101.362660177863,18,1,0,0,0,0.20739436
8136.66276157875,14,1,1,0,0,0.2814979
1773.9595102640292,2,1,0,1,0,0.16224134
6801.036810885693,14,1,1,0,0,0.2867841
753.4314471442514,6,1,0,0,0,0.16917348
7001.223388473869,6,1,0,0,1,0.06737584
9171.646970322923,21,1,0,0,0,0.19348645
7633.376486344746,4,1,0,1,0,0.17979759
1666.8756487290118,12,1,1,0,0,0.28382805
7408.387258224768,14,1,1,0,0,0.2815696
6556.761394837381,17,1,1,0,0,0.2566007
1452.2123452429578,12,1,1,0,0,0.2873907
20534.54475992317,15,0,1,0,0,0.06004715
8246.716686108455,14,1,1,0,0,0.28085482
9229.08862641496,18,1,0,0,0,0.20109165
7261.368813651274,13,1,1,0,0,0.29396477
3702.240224897296,8,1,0,0,0,0.23147118
827.5443018197954,9,1,1,0,0,0.2285465
6801.997329517019,8,1,0,0,0,0.23295915
2442.200239021615,14,1,1,0,0,0.28664753
5996.2278932770505,15,1,1,0,0,0.29107463
8452.903537353572,15,1,1,0,0,0.28139254
2857.7657660773584,16,1,1,0,0,0.27091736
17899.45126608129,8,0,0,0,0,0.03720659
13540.892608589136,19,0,0,0,0,0.04432577
7789.754714311543,4,1,0,1,0,0.17718875
3942.014300551352,14,1,1,0,0,0.29506522
1349.894676747013,17,1,1,0,0,0.22901955
3784.143053689035,15,1,1,0,0,0.29061678
8006.471783188634,16,1,1,0,1,0.10758692
5462.33593804663,12,1,1,0,0,0.3002094
6648.429284722985,10,1,1,0,0,0.27412453
1104.466802830852,21,1,0,0,0,0.21530709
8949.439295821334,21,1,0,0,0,0.19805223
6353.420219014855,14,1,1,0,0,0.2927529
3835.071416181646,21,1,0,0,0,0.23658249
4576.158916725708,12,1,1,0,0,0.30183423
4011.400854446271,23,1,0,1,0,0.12560761
3083.3395763508424,12,1,1,0,0,0.29640284
9504.663411835918,21,1,0,0,0,0.18257648
8553.235835380967,20,1,0,0,0,0.23088786
9825.595065371752,14,1,1,0,0,0.24750122
9760.14567069423,14,1,1,0,0,0.2526844
9940.985536728338,13,1,1,0,0,0.24596846
4375.823739538304,15,1,1,0,0,0.29408994
6701.122326534709,12,1,1,0,0,0.29615155
4401.422005751199,19,1,0,0,0,0.26392132
3104.385196655579,1,1,0,1,0,0.17131591
4374.438692679743,8,1,0,0,0,0.24189913
6939.060483876595,14,1,1,0,0,0.28504273
1558.1528353175274,9,1,1,0,0,0.2405704
7485.098259848425,13,1,1,0,0,0.2939613
8656.725170237343,21,1,0,0,0,0.20919359
4760.611735303026,22,1,0,1,0,0.13270104
7328.736727153225,18,1,0,0,0,0.23161468
4450.687518650315,0,1,0,1,0,0.16181803
7647.462443922523,19,1,0,0,0,0.2427026
1134.2712311522553,9,1,1,0,0,0.23245022
4400.15845484643,16,1,1,0,0,0.28411996
7560.541099166945,17,1,1,0,0,0.24368119
4932.470807901748,9,1,1,0,0,0.2620113
6337.291862803606,14,1,1,0,0,0.2927529
6512.9388451828345,13,1,1,0,0,0.2974964
1939.5515180413256,14,1,1,0,0,0.2819213
23724.620656680378,10,0,1,0,0,0.059414983
9686.380972823536,15,1,1,0,0,0.2574739
44386.621906659006,2,0,0,1,0,-0.03866905
3650.924986103016,14,1,1,0,0,0.29136878
25206.0056783068,14,0,1,0,0,0.053443253
8186.275182362556,4,1,0,1,0,0.1707393
13370.82236723062,7,0,0,0,0,0.038840234
3217.3776829854787,17,1,1,0,0,0.2475287
2847.198245728784,13,1,1,0,0,0.29006284
7371.887568733587,17,1,1,0,0,0.24701923
3157.414041541749,14,1,1,0,0,0.2912112
9850.412606138523,20,1,0,0,0,0.18775696
2306.982134713203,15,1,1,0,0,0.27784362
9584.410170293477,13,1,1,0,0,0.26632625
8002.323976592107,12,1,1,0,1,0.1262477
3108.765425881925,3,1,0,1,0,0.18691593
2945.0675954127737,11,1,1,0,0,0.29003975
1751.749136615954,10,1,1,0,0,0.26674587
1424.7669653339624,7,1,0,0,0,0.21120954
3063.7169292912727,19,1,0,0,0,0.25557563
7655.856333861091,12,1,1,0,0,0.2939732
4285.974381275903,13,1,1,0,0,0.3004671
9145.591805901391,17,1,1,0,0,0.22825181
7040.880459881982,15,1,1,0,0,0.28834993
17446.60142984281,11,0,1,0,0,0.07520932
8905.351660022212,13,1,1,0,0,0.28175017
9603.157608228525,12,1,1,0,0,0.25779268
4843.4214066567065,6,1,0,0,0,0.22371179
6719.988465798706,11,1,1,0,0,0.29111537
4379.682195520716,15,1,1,0,0,0.29408994
5188.884805935185,11,1,1,0,0,0.29581517
44888.1811599558,5,0,0,1,0,-0.0418126
4040.344867880805,7,1,0,0,0,0.24528405
5481.05259604688,12,1,1,0,0,0.3002094
1096.2103999044564,12,1,1,0,0,0.28556284
5456.485752475684,23,1,0,1,0,0.12759566
18179.33844783294,14,0,1,0,0,0.06302261
5715.823662106516,11,1,1,0,0,0.29868042
7708.186594709787,14,1,1,0,0,0.28251594
1169.346940139714,2,1,0,1,0,0.15033424
7667.198767219417,17,1,1,0,0,0.24638599
2323.46994164229,7,1,0,0,0,0.22336814
3035.4057191664992,11,1,1,0,0,0.29363626
7116.070994589635,9,1,1,0,0,0.25373483
2452.3740479807643,6,1,0,0,0,0.19586617
2896.4285570652646,23,1,0,1,0,0.114267826
8575.064704125141,14,1,1,0,0,0.27456874
3001.8693818537704,14,1,1,0,1,0.10867399
6238.100210936355,13,1,1,0,0,0.3008044
9303.07706053913,13,1,1,0,0,0.2786345
6179.657449306718,9,1,1,0,0,0.2635913
1390.3656342982856,16,1,1,0,0,0.2631112
9372.690158504936,13,1,1,0,0,0.2787223
8777.44477834785,12,1,1,0,0,0.28170845
8116.94713951503,19,1,0,0,0,0.23418993
9021.56489797818,12,1,1,0,0,0.28009307
4914.597426068136,16,1,1,0,0,0.2832165
4822.910085352175,20,1,0,0,0,0.25815454
7236.121975396715,20,1,0,0,0,0.24161273
6898.194875070616,17,1,1,0,0,0.25117576
6574.17444574407,21,1,0,0,0,0.22933993
29954.04094977097,21,0,0,0,0,0.00686723
2959.672010261831,20,1,0,0,0,0.25456712
191.04161395301688,11,1,1,0,0,0.24021056
8208.343421832931,17,1,1,0,0,0.24247491
2351.840394962352,14,1,1,0,0,0.28750557
1495.0089030251754,20,1,0,0,0,0.23677862
635.0174631349433,17,1,1,0,0,0.21009201
3243.7916862897937,17,1,1,0,0,0.24885571
7399.856876573986,6,1,0,0,0,0.20679349
7585.26079273404,12,1,1,0,0,0.29257414
675.0522336433825,18,1,0,0,0,0.21201351
6771.868666434585,12,1,1,0,0,0.2957454
7411.376238051941,3,1,0,1,0,0.18788701
2007.3036488218463,12,1,1,0,1,0.104949355
797.4902482252202,7,1,0,0,0,0.20058537
5411.877734202102,9,1,1,0,0,0.26164174
799.8257244170409,11,1,1,0,0,0.27111804
3609.6727191943846,11,1,1,0,0,0.2932103
791.563152857466,10,1,1,0,0,0.25029534
3046.440097648408,10,1,1,0,0,0.27494225
6621.296547069391,1,1,0,1,0,0.18059874
6993.958659850426,9,1,1,0,0,0.2553673
6725.879324200919,5,1,0,1,0,0.17828393
6331.9916415313,12,1,1,0,0,0.29958093
2282.194996025402,9,1,1,0,0,0.25201955
2819.2930651590827,17,1,1,0,0,0.24603328
862.0241273952219,12,1,1,0,0,0.2785996
8506.187754845096,18,1,0,0,0,0.22167918
5990.363768400312,12,1,1,0,0,0.30117014
17469.31976389484,9,0,1,0,0,0.05619335
9626.184431006466,11,1,1,0,0,0.24837574
12053.374852947103,16,0,1,0,0,0.069859385
8162.423509147875,9,1,1,0,0,0.24662223
694.6642935459712,20,1,0,0,0,0.2256771
5817.5967288575785,2,1,0,1,0,0.19157201
2282.6071425666028,10,1,1,0,0,0.26982072
5193.739479934957,14,1,1,0,0,0.29599488
5310.859940606585,14,1,1,0,0,0.298184
1726.2754615535794,11,1,1,0,0,0.28760597
5990.676436001822,7,1,0,0,0,0.2478618
7010.6594315028,5,1,0,1,0,0.17647517
664.5094217218281,18,1,0,0,0,0.2123515
4806.734105088831,6,1,0,0,0,0.22321886
9215.715892864418,12,1,1,0,0,0.27928883
5224.107824389713,8,1,0,0,0,0.24186984
6812.734642711263,19,1,0,0,0,0.24451432
7168.746541178903,23,1,0,1,0,0.12690562
5376.452756869539,15,1,1,0,0,0.2982392
6923.483769404531,7,1,0,0,0,0.2403875
2916.6751768159675,16,1,1,0,0,0.27124327
1904.9359822407955,11,1,1,0,0,0.2853858
8536.560092598305,7,1,0,0,0,0.21844298
4775.117579409356,17,1,1,0,0,0.25628003
4331.688409039562,10,1,1,0,0,0.27897015
774.9793490583153,15,1,1,0,0,0.26196337
9454.79321528305,21,1,0,0,0,0.18419778
4500.833087086273,15,1,1,0,0,0.29396147
8345.171254469284,11,1,1,0,0,0.28099
40435.65891844961,12,0,1,0,0,0.036054492
7498.952180900674,10,1,1,0,0,0.2693769
7816.584118375113,15,1,1,0,0,0.28555828
9921.372188735972,10,1,1,0,0,0.2207596
7793.363317542696,19,1,0,0,0,0.23766673
2928.7216551431966,13,1,1,0,0,0.29196337
31904.479365712377,10,0,1,0,0,0.0565933
8096.866979276519,13,1,1,0,0,0.29131436
6646.631178873827,17,1,1,0,0,0.25290948
9856.46166539877,18,1,0,0,0,0.17844129
516.6804842103463,12,1,1,0,0,0.26984692
2365.6382031241565,5,1,0,1,0,0.1748426
3123.288222074696,4,1,0,1,0,0.18261212
769.2194150271208,9,1,1,0,0,0.22332975
2034.8387456467904,1,1,0,1,0,0.15822834
5429.465066087792,9,1,1,0,0,0.26164174
9697.918230241365,4,1,0,1,0,0.14171165
2268.466754119785,8,1,0,0,0,0.21915132
7376.014318093062,23,1,0,1,0,0.12339258
479.741030846161,22,1,0,1,0,0.08822864
45639.814985770594,11,0,1,0,0,0.021265805
1982.0846577888676,18,1,0,0,0,0.23593241
9234.373428892091,21,1,0,0,0,0.18837649
8352.242059693732,15,1,1,0,0,0.28436163
1059.384620636182,12,1,1,0,0,0.285809
1781.712137795448,15,1,1,0,0,0.2763536
5849.307818719556,22,1,0,1,0,0.13260508
5786.709347367948,3,1,0,1,0,0.19804454
630.3543635537311,9,1,1,0,0,0.22254062
4336.963569800035,0,1,0,1,0,0.16150105
9618.390697429768,14,1,1,0,0,0.25590995
9774.370981207894,13,1,1,0,0,0.25871176
1889.592205416995,16,1,1,0,0,0.26395124
869.4951713163849,12,1,1,0,0,0.2785996
3616.9560609712967,16,1,1,0,0,0.27315453
2451.172077760601,11,1,1,0,0,0.2905363
8843.52538051819,12,1,1,0,0,0.28124544
4124.839729321416,19,1,0,0,0,0.26069903
3545.366307269996,16,1,1,0,0,0.2748218
8633.360202143214,10,1,1,0,0,0.26156443
7233.380661280115,5,1,0,1,0,0.1743455
1374.540175506381,17,1,1,0,0,0.22942603
2495.331613008432,21,1,0,0,0,0.23087355
5006.478162823263,9,1,1,0,1,0.10064781
8642.43731117557,15,1,1,0,0,0.27842703
4759.518172480464,14,1,1,0,0,0.29768032
8745.702041843362,7,1,0,0,0,0.21531567
8436.13522012038,19,1,0,0,0,0.22920474
7354.002491641115,17,1,1,0,0,0.24701923
2482.397425581058,19,1,0,0,0,0.24723247
3406.71688380918,5,1,0,1,0,0.18361473
1189.4040008994723,10,1,1,0,0,0.2632774
421.9766507839027,21,1,0,0,0,0.19516438
8047.446287671715,16,1,1,0,0,0.26613826
4644.984851002549,9,1,1,0,0,0.26322952
3171.743664352916,14,1,1,0,0,0.29196286
1239.832019934096,14,1,1,0,0,0.2793136
6642.979850611141,12,1,1,0,0,0.29706046
622.9313683243829,20,1,0,0,0,0.22583848
6136.536526564811,16,1,1,0,0,0.27893016
3205.347231971089,9,1,1,0,0,0.2582994
2351.2476926342165,22,1,0,1,0,0.12479806
622.3232875522064,2,1,0,1,0,0.13653988
4184.50238374621,5,1,0,1,0,0.1839431
8042.975264283659,2,1,0,1,0,0.17696875
4538.78921821672,10,1,1,0,0,0.28105083
25964.37198229704,19,0,0,0,0,0.017759264
3755.510344363641,17,1,1,0,0,0.25050983
1632.7749656151566,6,1,0,0,0,0.18778485
9157.600222162771,14,1,1,0,0,0.27186587
6515.562957757346,9,1,1,0,0,0.2608398
3408.173677599615,9,1,1,0,0,0.258218
301.95554420255456,17,1,1,0,0,0.19726056
424.9396128116581,7,1,0,0,0,0.19864672
8033.511738831018,5,1,0,1,0,0.16869575
8558.84830008051,12,1,1,0,0,0.28699568
1144.4795857254896,13,1,1,0,0,0.28351706
3534.976118245367,20,1,0,0,0,0.2585838
3620.8042202865313,5,1,0,1,0,0.18322176
7877.165367376217,17,1,1,0,0,0.24289256
9440.85399373906,4,1,0,1,0,0.15165138
3311.6140252585205,12,1,1,0,0,0.29720205
2705.885483181793,14,1,1,0,0,0.29027444
42474.46799330336,8,0,0,0,0,-0.0134064555
3162.000496922049,13,1,1,0,0,0.2943037
7981.994118909007,16,1,1,0,0,0.2665021
4870.329754221666,12,1,1,0,0,0.30009815
7683.781618743508,20,1,0,0,0,0.23990884
2682.146685778718,7,1,0,0,0,0.22828564
4275.14322092571,4,1,0,1,0,0.18584037
1578.9045463038922,17,1,1,0,0,0.22974429
4777.211721209478,16,1,1,0,0,0.28588387
4752.413866495414,20,1,0,0,0,0.25884107
1479.485777246886,13,1,1,0,0,0.284207
4206.298253640548,22,1,0,1,0,0.13662958
613.1225754861975,4,1,0,1,0,0.13845044
8735.833782649313,17,1,1,0,0,0.22959244
1651.7714832225774,17,1,1,0,0,0.22977069
2659.458352774794,13,1,1,0,0,0.2905634
7022.498606516352,21,1,0,0,0,0.23083857
4911.483607294638,23,1,0,1,0,0.123547494
7219.80824050016,0,1,0,1,0,0.16262013
1554.3801215557469,16,1,1,0,0,0.2606852
798.560030516855,2,1,0,1,0,0.14039582
3488.765082281347,1,1,0,1,0,0.1773032
5810.311215832599,6,1,0,0,0,0.2202121
8108.070743426101,6,1,0,0,0,0.19792902
4311.958517701498,16,1,1,0,0,0.28439495
1133.9952746733986,22,1,0,1,0,0.10072476
4461.530226071771,9,1,1,0,0,0.26519045
6930.35841423377,7,1,0,0,0,0.2403875
3290.9807114047826,18,1,0,0,0,0.24458507
2704.5513295474334,6,1,0,0,0,0.2007103
5507.304993695294,11,1,1,0,0,0.29653683
7850.160857535709,7,1,0,0,0,0.22329703
9993.196471403828,13,1,1,0,0,0.24293444
759.865655420907,7,1,0,0,0,0.20031118
4243.793414416548,21,1,0,0,0,0.24039286
5086.044744489464,9,1,1,0,0,0.26532966
837.9768217860513,13,1,1,0,0,0.27682006
1338.2551184705585,8,1,0,0,0,0.20917344
8994.787912229558,16,1,1,0,0,0.25549665
31230.02409552569,17,0,1,0,0,0.03329277
2890.893218099067,7,1,0,0,0,0.2332558
6739.90298686061,18,1,0,0,0,0.23575988
3903.262251846437,13,1,1,0,0,0.29921877
6991.2496807203215,22,1,0,1,0,0.1349079
1972.8491488721231,6,1,0,0,0,0.19319612
9183.790403975989,6,1,0,0,0,0.17817086
9437.826797442209,20,1,0,0,0,0.20167816
6371.365871506469,12,1,1,0,0,0.29958093
6354.556563268843,13,1,1,0,0,0.2991447
1237.721737892652,11,1,1,0,0,0.28085172
8175.063522817971,15,1,1,0,0,0.28749216
8197.055571754598,18,1,0,0,0,0.22655451
8803.98832639821,7,1,0,0,0,0.2140961
3448.51004183954,8,1,0,0,0,0.2330023
8442.005119487334,16,1,1,0,0,0.26155868
4510.416681905978,20,1,0,0,0,0.2613989
9778.379134159624,23,1,0,1,0,0.102060616
547.619615381169,19,1,0,0,0,0.22246224
1929.874255247192,11,1,1,0,0,0.28480843
8928.12827271406,17,1,1,0,0,0.22894627
2605.452136338947,8,1,0,0,0,0.22425053
4550.579570570592,17,1,1,0,0,0.2543929
6925.699133954705,15,1,1,0,0,0.2867196
5762.187199129285,14,1,1,0,0,0.29813495
49820.65794361299,12,0,1,0,0,0.012136042
2734.137447150818,19,1,0,0,0,0.25021055
9673.586364450528,23,1,0,1,0,0.10197508
1995.5556979754745,11,1,1,0,0,0.28546274
3435.994443493303,20,1,0,0,0,0.25808805
32507.55023162917,2,0,0,1,0,-0.016658664
3547.3808680636503,14,1,1,0,0,0.29388
27511.09087558276,9,0,1,0,0,0.044260144
8680.159739254897,0,1,0,1,0,0.13991803
2778.266079974627,10,1,1,0,0,0.26975283
4864.170439119227,17,1,1,0,0,0.25715426
111.00862044805916,20,1,0,0,0,0.21182474
7469.006193498114,10,1,1,0,0,0.26731545
5776.9949707567785,0,1,0,1,0,0.17041296
8885.055039167322,9,1,1,0,0,0.23006043
3843.76566397984,15,1,1,0,0,0.29104587
9144.98846316994,14,1,1,0,0,0.27303568
9337.797163729372,5,1,0,1,0,0.14907336
4484.634568049182,14,1,1,0,0,0.2981675
6779.709605155197,18,1,0,0,0,0.23534375
7331.364560206607,22,1,0,1,0,0.13028711
4377.518628102299,20,1,0,0,0,0.26325688
7562.540150745429,11,1,1,0,0,0.2851624
4168.7708226165705,16,1,1,0,0,0.2823587
7993.720187886981,12,1,1,0,0,0.291769
4396.373608844004,17,1,1,0,0,0.25573766
2159.2351464964304,5,1,0,1,0,0.16874671
2992.9724227632005,17,1,1,0,0,0.2449683
2638.727841004966,21,1,0,0,0,0.23077264
6489.530257185054,5,1,0,1,0,0.18020874
8191.934664354306,9,1,1,0,0,0.24558377
1255.6874895083072,18,1,0,0,0,0.22177556
8059.8774267591425,10,1,1,0,0,0.2685651
6071.295920878182,4,1,0,1,0,0.18967748
2833.802452869084,7,1,0,0,0,0.2332558
